===== HCA-BGP STEP 1 =====
Số điểm: 20 | K mong muốn: 3
|Umin| (theo bài gốc) = 0.667
  M=   3  	 Mdg=2.000
▶ DANH SÁCH ĐIỂM TRONG Ô:
   • Điểm 1: (2.3260, 1.9010)

▶ TÍNH TRỌNG TÂM DỮ LIỆU Cj:
   Cx = (1/1) × Σ(xi) = (1/1) × 2.3260 = 2.3260
   Cy = (1/1) × Σ(yi) = (1/1) × 1.9010 = 1.9010
   ✅ Cj = (2.3260, 1.9010)

▶ TÍNH TÂM HÌNH HỌC LƯỚI Gj:
   Gx = (2.8908 + 2.2620) / 2 = 2.5764
   Gy = (2.1087 + 1.4140) / 2 = 1.7614
   ✅ Gj = (2.5764, 1.7614)

▶ TÍNH ĐỘ LỆCH TÂM pj:
   ||Gj - Cj|| = √[(2.5764 - 2.3260)² + (1.7614 - 1.9010)²]
              = √[0.062709 + 0.019495] = 0.286712
   Đường chéo = √[0.6288² + 0.6947²] = 0.937075
   pj = 0.286712 / 0.937075 = 0.305965
   ✅ pj = 0.305965 >= 0.1

▶ TÍNH ĐỘ PHÂN TÁN Dj:
   Σ||xi - Cj||² = 0.0000
                 = 0.000000
   STPGj = √[(1/1) × 0.000000] = 0.000000
   Dj = 0.000000 / 0.937075 = 0.000000
   ✅ Dj = 0.000000 < 0.5

▶ KIỂM TRA ĐIỀU KIỆN VÀ QUYẾT ĐỊNH:
   Điều kiện 1: Level (2) >= max_depth (5)? → KHÔNG
   Điều kiện 2: count (1) < R (1.0)? → KHÔNG
   Điều kiện 3: pj (0.3060) < 0.1 VÀ Dj (0.0000) < 0.5? → KHÔNG

   ═══════════════════════════════════════════════════════════════
   🔶 KẾT LUẬN: DENSE + KHÔNG ĐỒNG NHẤT → TIẾP TỤC CHIA
   ═══════════════════════════════════════════════════════════════

▶ CHIA Ô THÀNH 4 Ô CON (2x2):
   Tâm chia: mid_X = (2.2620 + 2.8908)/2 = 2.5764
             mid_Y = (1.4140 + 2.1087)/2 = 1.7614

   ┌─────────────────────────────────────────────────────────────────────────────┐
   │ Ô con        │ X range                    │ Y range                    │ Điểm │
   ├─────────────────────────────────────────────────────────────────────────────┤
   │ Bottom-Left  │ [2.2620, 2.5764)  │ [1.4140, 1.7614)  │    0 │
   │ Bottom-Right │ [2.5764, 2.8908)  │ [1.4140, 1.7614)  │    0 │
   │ Top-Left     │ [2.2620, 2.5764)  │ [1.7614, 2.1087)  │    1 │
   │ Top-Right    │ [2.5764, 2.8908)  │ [1.7614, 2.1087)  │    0 │
   └─────────────────────────────────────────────────────────────────────────────┘
   → Tổng: 0 + 0 + 1 + 0 = 1 điểm
   → Thêm 4 ô con vào hàng đợi xử lý (Level 3)

   📋 TÓM TẮT:
   ┌───────────────┬────────────────────────────────┐
   │ Thông số      │ Giá trị                        │
   ├───────────────┼────────────────────────────────┤
   │ Level         │ 2                              │
   │ |Mj|          │ 1                              │
   │ Cj            │ (2.3260, 1.9010)               │
   │ Gj            │ (2.5764, 1.7614)               │
   │ pj            │ 0.305965                        │
   │ Dj            │ 0.000000                        │
   │ Phân loại     │ DIVIDED                        │
   └───────────────┴────────────────────────────────┘

──────────────────────────────────────────────────────────────────────────────────────────
🔷 BƯỚC 40: Ô tại Level 2
──────────────────────────────────────────────────────────────────────────────────────────

▶ THÔNG TIN Ô LƯỚI:
   • Vị trí gốc (ix, iy): (0, 0)
   • Level (cấp độ chia): 2
   • Biên X: [2.8908, 3.5197]
   • Biên Y: [2.1087, 2.8035]
   • Kích thước: ΔX = 0.6288, ΔY = 0.6947
   • Số điểm |Mj|: 1
   • Thuộc vùng Dense trước: Có

▶ DANH SÁCH ĐIỂM TRONG Ô:
   • Điểm 1: (2.9520, 2.7400)

▶ TÍNH TRỌNG TÂM DỮ LIỆU Cj:
   Cx = (1/1) × Σ(xi) = (1/1) × 2.9520 = 2.9520
   Cy = (1/1) × Σ(yi) = (1/1) × 2.7400 = 2.7400
   ✅ Cj = (2.9520, 2.7400)

▶ TÍNH TÂM HÌNH HỌC LƯỚI Gj:
   Gx = (3.5197 + 2.8908) / 2 = 3.2052
   Gy = (2.8035 + 2.1087) / 2 = 2.4561
   ✅ Gj = (3.2052, 2.4561)

▶ TÍNH ĐỘ LỆCH TÂM pj:
   ||Gj - Cj|| = √[(3.2052 - 2.9520)² + (2.4561 - 2.7400)²]
              = √[0.064136 + 0.080585] = 0.380422
   Đường chéo = √[0.6288² + 0.6947²] = 0.937075
   pj = 0.380422 / 0.937075 = 0.405967
   ✅ pj = 0.405967 >= 0.1

▶ TÍNH ĐỘ PHÂN TÁN Dj:
   Σ||xi - Cj||² = 0.0000
                 = 0.000000
   STPGj = √[(1/1) × 0.000000] = 0.000000
   Dj = 0.000000 / 0.937075 = 0.000000
   ✅ Dj = 0.000000 < 0.5

▶ KIỂM TRA ĐIỀU KIỆN VÀ QUYẾT ĐỊNH:
   Điều kiện 1: Level (2) >= max_depth (5)? → KHÔNG
   Điều kiện 2: count (1) < R (1.0)? → KHÔNG
   Điều kiện 3: pj (0.4060) < 0.1 VÀ Dj (0.0000) < 0.5? → KHÔNG

   ═══════════════════════════════════════════════════════════════
   🔶 KẾT LUẬN: DENSE + KHÔNG ĐỒNG NHẤT → TIẾP TỤC CHIA
   ═══════════════════════════════════════════════════════════════

▶ CHIA Ô THÀNH 4 Ô CON (2x2):
   Tâm chia: mid_X = (2.8908 + 3.5197)/2 = 3.2052
             mid_Y = (2.1087 + 2.8035)/2 = 2.4561

   ┌─────────────────────────────────────────────────────────────────────────────┐
   │ Ô con        │ X range                    │ Y range                    │ Điểm │
   ├─────────────────────────────────────────────────────────────────────────────┤
   │ Bottom-Left  │ [2.8908, 3.2052)  │ [2.1087, 2.4561)  │    0 │
   │ Bottom-Right │ [3.2052, 3.5197)  │ [2.1087, 2.4561)  │    0 │
   │ Top-Left     │ [2.8908, 3.2052)  │ [2.4561, 2.8035)  │    1 │
   │ Top-Right    │ [3.2052, 3.5197)  │ [2.4561, 2.8035)  │    0 │
   └─────────────────────────────────────────────────────────────────────────────┘
   → Tổng: 0 + 0 + 1 + 0 = 1 điểm
   → Thêm 4 ô con vào hàng đợi xử lý (Level 3)

   📋 TÓM TẮT:
   ┌───────────────┬────────────────────────────────┐
   │ Thông số      │ Giá trị                        │
   ├───────────────┼────────────────────────────────┤
   │ Level         │ 2                              │
   │ |Mj|          │ 1                              │
   │ Cj            │ (2.9520, 2.7400)               │
   │ Gj            │ (3.2052, 2.4561)               │
   │ pj            │ 0.405967                        │
   │ Dj            │ 0.000000                        │
   │ Phân loại     │ DIVIDED                        │
   └───────────────┴────────────────────────────────┘

──────────────────────────────────────────────────────────────────────────────────────────
🔷 BƯỚC 43: Ô tại Level 2
──────────────────────────────────────────────────────────────────────────────────────────

▶ THÔNG TIN Ô LƯỚI:
   • Vị trí gốc (ix, iy): (1, 0)
   • Level (cấp độ chia): 2
   • Biên X: [3.5197, 4.1485]
   • Biên Y: [2.1087, 2.8035]
   • Kích thước: ΔX = 0.6288, ΔY = 0.6947
   • Số điểm |Mj|: 1
   • Thuộc vùng Dense trước: Có

▶ DANH SÁCH ĐIỂM TRONG Ô:
   • Điểm 1: (3.7360, 2.7050)

▶ TÍNH TRỌNG TÂM DỮ LIỆU Cj:
   Cx = (1/1) × Σ(xi) = (1/1) × 3.7360 = 3.7360
   Cy = (1/1) × Σ(yi) = (1/1) × 2.7050 = 2.7050
   ✅ Cj = (3.7360, 2.7050)

▶ TÍNH TÂM HÌNH HỌC LƯỚI Gj:
   Gx = (4.1485 + 3.5197) / 2 = 3.8341
   Gy = (2.8035 + 2.1087) / 2 = 2.4561
   ✅ Gj = (3.8341, 2.4561)

▶ TÍNH ĐỘ LỆCH TÂM pj:
   ||Gj - Cj|| = √[(3.8341 - 3.7360)² + (2.4561 - 2.7050)²]
              = √[0.009620 + 0.061939] = 0.267505
   Đường chéo = √[0.6288² + 0.6947²] = 0.937075
   pj = 0.267505 / 0.937075 = 0.285469
   ✅ pj = 0.285469 >= 0.1

▶ TÍNH ĐỘ PHÂN TÁN Dj:
   Σ||xi - Cj||² = 0.0000
                 = 0.000000
   STPGj = √[(1/1) × 0.000000] = 0.000000
   Dj = 0.000000 / 0.937075 = 0.000000
   ✅ Dj = 0.000000 < 0.5

▶ KIỂM TRA ĐIỀU KIỆN VÀ QUYẾT ĐỊNH:
   Điều kiện 1: Level (2) >= max_depth (5)? → KHÔNG
   Điều kiện 2: count (1) < R (1.0)? → KHÔNG
   Điều kiện 3: pj (0.2855) < 0.1 VÀ Dj (0.0000) < 0.5? → KHÔNG

   ═══════════════════════════════════════════════════════════════
   🔶 KẾT LUẬN: DENSE + KHÔNG ĐỒNG NHẤT → TIẾP TỤC CHIA
   ═══════════════════════════════════════════════════════════════

▶ CHIA Ô THÀNH 4 Ô CON (2x2):
   Tâm chia: mid_X = (3.5197 + 4.1485)/2 = 3.8341
             mid_Y = (2.1087 + 2.8035)/2 = 2.4561

   ┌─────────────────────────────────────────────────────────────────────────────┐
   │ Ô con        │ X range                    │ Y range                    │ Điểm │
   ├─────────────────────────────────────────────────────────────────────────────┤
   │ Bottom-Left  │ [3.5197, 3.8341)  │ [2.1087, 2.4561)  │    0 │
   │ Bottom-Right │ [3.8341, 4.1485)  │ [2.1087, 2.4561)  │    0 │
   │ Top-Left     │ [3.5197, 3.8341)  │ [2.4561, 2.8035)  │    1 │
   │ Top-Right    │ [3.8341, 4.1485)  │ [2.4561, 2.8035)  │    0 │
   └─────────────────────────────────────────────────────────────────────────────┘
   → Tổng: 0 + 0 + 1 + 0 = 1 điểm
   → Thêm 4 ô con vào hàng đợi xử lý (Level 3)

   📋 TÓM TẮT:
   ┌───────────────┬────────────────────────────────┐
   │ Thông số      │ Giá trị                        │
   ├───────────────┼────────────────────────────────┤
   │ Level         │ 2                              │
   │ |Mj|          │ 1                              │
   │ Cj            │ (3.7360, 2.7050)               │
   │ Gj            │ (3.8341, 2.4561)               │
   │ pj            │ 0.285469                        │
   │ Dj            │ 0.000000                        │
   │ Phân loại     │ DIVIDED                        │
   └───────────────┴────────────────────────────────┘

──────────────────────────────────────────────────────────────────────────────────────────
🔷 BƯỚC 44: Ô tại Level 2
──────────────────────────────────────────────────────────────────────────────────────────

▶ THÔNG TIN Ô LƯỚI:
   • Vị trí gốc (ix, iy): (1, 0)
   • Level (cấp độ chia): 2
   • Biên X: [4.1485, 4.7773]
   • Biên Y: [2.1087, 2.8035]
   • Kích thước: ΔX = 0.6288, ΔY = 0.6947
   • Số điểm |Mj|: 1
   • Thuộc vùng Dense trước: Có

▶ DANH SÁCH ĐIỂM TRONG Ô:
   • Điểm 1: (4.7530, 2.3220)

▶ TÍNH TRỌNG TÂM DỮ LIỆU Cj:
   Cx = (1/1) × Σ(xi) = (1/1) × 4.7530 = 4.7530
   Cy = (1/1) × Σ(yi) = (1/1) × 2.3220 = 2.3220
   ✅ Cj = (4.7530, 2.3220)

▶ TÍNH TÂM HÌNH HỌC LƯỚI Gj:
   Gx = (4.7773 + 4.1485) / 2 = 4.4629
   Gy = (2.8035 + 2.1087) / 2 = 2.4561
   ✅ Gj = (4.4629, 2.4561)

▶ TÍNH ĐỘ LỆCH TÂM pj:
   ||Gj - Cj|| = √[(4.4629 - 4.7530)² + (2.4561 - 2.3220)²]
              = √[0.084148 + 0.017990] = 0.319590
   Đường chéo = √[0.6288² + 0.6947²] = 0.937075
   pj = 0.319590 / 0.937075 = 0.341051
   ✅ pj = 0.341051 >= 0.1

▶ TÍNH ĐỘ PHÂN TÁN Dj:
   Σ||xi - Cj||² = 0.0000
                 = 0.000000
   STPGj = √[(1/1) × 0.000000] = 0.000000
   Dj = 0.000000 / 0.937075 = 0.000000
   ✅ Dj = 0.000000 < 0.5

▶ KIỂM TRA ĐIỀU KIỆN VÀ QUYẾT ĐỊNH:
   Điều kiện 1: Level (2) >= max_depth (5)? → KHÔNG
   Điều kiện 2: count (1) < R (1.0)? → KHÔNG
   Điều kiện 3: pj (0.3411) < 0.1 VÀ Dj (0.0000) < 0.5? → KHÔNG

   ═══════════════════════════════════════════════════════════════
   🔶 KẾT LUẬN: DENSE + KHÔNG ĐỒNG NHẤT → TIẾP TỤC CHIA
   ═══════════════════════════════════════════════════════════════

▶ CHIA Ô THÀNH 4 Ô CON (2x2):
   Tâm chia: mid_X = (4.1485 + 4.7773)/2 = 4.4629
             mid_Y = (2.1087 + 2.8035)/2 = 2.4561

   ┌─────────────────────────────────────────────────────────────────────────────┐
   │ Ô con        │ X range                    │ Y range                    │ Điểm │
   ├─────────────────────────────────────────────────────────────────────────────┤
   │ Bottom-Left  │ [4.1485, 4.4629)  │ [2.1087, 2.4561)  │    0 │
   │ Bottom-Right │ [4.4629, 4.7773)  │ [2.1087, 2.4561)  │    1 │
   │ Top-Left     │ [4.1485, 4.4629)  │ [2.4561, 2.8035)  │    0 │
   │ Top-Right    │ [4.4629, 4.7773)  │ [2.4561, 2.8035)  │    0 │
   └─────────────────────────────────────────────────────────────────────────────┘
   → Tổng: 0 + 1 + 0 + 0 = 1 điểm
   → Thêm 4 ô con vào hàng đợi xử lý (Level 3)

   📋 TÓM TẮT:
   ┌───────────────┬────────────────────────────────┐
   │ Thông số      │ Giá trị                        │
   ├───────────────┼────────────────────────────────┤
   │ Level         │ 2                              │
   │ |Mj|          │ 1                              │
   │ Cj            │ (4.7530, 2.3220)               │
   │ Gj            │ (4.4629, 2.4561)               │
   │ pj            │ 0.341051                        │
   │ Dj            │ 0.000000                        │
   │ Phân loại     │ DIVIDED                        │
   └───────────────┴────────────────────────────────┘

──────────────────────────────────────────────────────────────────────────────────────────
🔷 BƯỚC 47: Ô tại Level 2
──────────────────────────────────────────────────────────────────────────────────────────

▶ THÔNG TIN Ô LƯỚI:
   • Vị trí gốc (ix, iy): (2, 4)
   • Level (cấp độ chia): 2
   • Biên X: [4.7773, 5.4062]
   • Biên Y: [7.6667, 8.3615]
   • Kích thước: ΔX = 0.6288, ΔY = 0.6947
   • Số điểm |Mj|: 2
   • Thuộc vùng Dense trước: Có

▶ DANH SÁCH ĐIỂM TRONG Ô:
   • Điểm 1: (5.1620, 8.0920)
   • Điểm 2: (5.2850, 7.7440)

▶ TÍNH TRỌNG TÂM DỮ LIỆU Cj:
   Cx = (1/2) × Σ(xi) = (1/2) × 10.4470 = 5.2235
   Cy = (1/2) × Σ(yi) = (1/2) × 15.8360 = 7.9180
   ✅ Cj = (5.2235, 7.9180)

▶ TÍNH TÂM HÌNH HỌC LƯỚI Gj:
   Gx = (5.4062 + 4.7773) / 2 = 5.0917
   Gy = (8.3615 + 7.6667) / 2 = 8.0141
   ✅ Gj = (5.0917, 8.0141)

▶ TÍNH ĐỘ LỆCH TÂM pj:
   ||Gj - Cj|| = √[(5.0917 - 5.2235)² + (8.0141 - 7.9180)²]
              = √[0.017358 + 0.009240] = 0.163089
   Đường chéo = √[0.6288² + 0.6947²] = 0.937075
   pj = 0.163089 / 0.937075 = 0.174041
   ✅ pj = 0.174041 >= 0.1

▶ TÍNH ĐỘ PHÂN TÁN Dj:
   Σ||xi - Cj||² = 0.0341 + 0.0341
                 = 0.068117
   STPGj = √[(1/2) × 0.068117] = 0.184549
   Dj = 0.184549 / 0.937075 = 0.196941
   ✅ Dj = 0.196941 < 0.5

▶ KIỂM TRA ĐIỀU KIỆN VÀ QUYẾT ĐỊNH:
   Điều kiện 1: Level (2) >= max_depth (5)? → KHÔNG
   Điều kiện 2: count (2) < R (1.0)? → KHÔNG
   Điều kiện 3: pj (0.1740) < 0.1 VÀ Dj (0.1969) < 0.5? → KHÔNG

   ═══════════════════════════════════════════════════════════════
   🔶 KẾT LUẬN: DENSE + KHÔNG ĐỒNG NHẤT → TIẾP TỤC CHIA
   ═══════════════════════════════════════════════════════════════

▶ CHIA Ô THÀNH 4 Ô CON (2x2):
   Tâm chia: mid_X = (4.7773 + 5.4062)/2 = 5.0917
             mid_Y = (7.6667 + 8.3615)/2 = 8.0141

   ┌─────────────────────────────────────────────────────────────────────────────┐
   │ Ô con        │ X range                    │ Y range                    │ Điểm │
   ├─────────────────────────────────────────────────────────────────────────────┤
   │ Bottom-Left  │ [4.7773, 5.0917)  │ [7.6667, 8.0141)  │    0 │
   │ Bottom-Right │ [5.0917, 5.4062)  │ [7.6667, 8.0141)  │    1 │
   │ Top-Left     │ [4.7773, 5.0917)  │ [8.0141, 8.3615)  │    0 │
   │ Top-Right    │ [5.0917, 5.4062)  │ [8.0141, 8.3615)  │    1 │
   └─────────────────────────────────────────────────────────────────────────────┘
   → Tổng: 0 + 1 + 0 + 1 = 2 điểm
   → Thêm 4 ô con vào hàng đợi xử lý (Level 3)

   📋 TÓM TẮT:
   ┌───────────────┬────────────────────────────────┐
   │ Thông số      │ Giá trị                        │
   ├───────────────┼────────────────────────────────┤
   │ Level         │ 2                              │
   │ |Mj|          │ 2                              │
   │ Cj            │ (5.2235, 7.9180)               │
   │ Gj            │ (5.0917, 8.0141)               │
   │ pj            │ 0.174041                        │
   │ Dj            │ 0.196941                        │
   │ Phân loại     │ DIVIDED                        │
   └───────────────┴────────────────────────────────┘

──────────────────────────────────────────────────────────────────────────────────────────
🔷 BƯỚC 49: Ô tại Level 2
──────────────────────────────────────────────────────────────────────────────────────────

▶ THÔNG TIN Ô LƯỚI:
   • Vị trí gốc (ix, iy): (1, 5)
   • Level (cấp độ chia): 2
   • Biên X: [3.5197, 4.1485]
   • Biên Y: [8.3615, 9.0562]
   • Kích thước: ΔX = 0.6288, ΔY = 0.6947
   • Số điểm |Mj|: 1
   • Thuộc vùng Dense trước: Có

▶ DANH SÁCH ĐIỂM TRONG Ô:
   • Điểm 1: (3.8910, 9.0120)

▶ TÍNH TRỌNG TÂM DỮ LIỆU Cj:
   Cx = (1/1) × Σ(xi) = (1/1) × 3.8910 = 3.8910
   Cy = (1/1) × Σ(yi) = (1/1) × 9.0120 = 9.0120
   ✅ Cj = (3.8910, 9.0120)

▶ TÍNH TÂM HÌNH HỌC LƯỚI Gj:
   Gx = (4.1485 + 3.5197) / 2 = 3.8341
   Gy = (9.0562 + 8.3615) / 2 = 8.7089
   ✅ Gj = (3.8341, 8.7089)

▶ TÍNH ĐỘ LỆCH TÂM pj:
   ||Gj - Cj|| = √[(3.8341 - 3.8910)² + (8.7089 - 9.0120)²]
              = √[0.003240 + 0.091885] = 0.308422
   Đường chéo = √[0.6288² + 0.6947²] = 0.937075
   pj = 0.308422 / 0.937075 = 0.329133
   ✅ pj = 0.329133 >= 0.1

▶ TÍNH ĐỘ PHÂN TÁN Dj:
   Σ||xi - Cj||² = 0.0000
                 = 0.000000
   STPGj = √[(1/1) × 0.000000] = 0.000000
   Dj = 0.000000 / 0.937075 = 0.000000
   ✅ Dj = 0.000000 < 0.5

▶ KIỂM TRA ĐIỀU KIỆN VÀ QUYẾT ĐỊNH:
   Điều kiện 1: Level (2) >= max_depth (5)? → KHÔNG
   Điều kiện 2: count (1) < R (1.0)? → KHÔNG
   Điều kiện 3: pj (0.3291) < 0.1 VÀ Dj (0.0000) < 0.5? → KHÔNG

   ═══════════════════════════════════════════════════════════════
   🔶 KẾT LUẬN: DENSE + KHÔNG ĐỒNG NHẤT → TIẾP TỤC CHIA
   ═══════════════════════════════════════════════════════════════

▶ CHIA Ô THÀNH 4 Ô CON (2x2):
   Tâm chia: mid_X = (3.5197 + 4.1485)/2 = 3.8341
             mid_Y = (8.3615 + 9.0562)/2 = 8.7089

   ┌─────────────────────────────────────────────────────────────────────────────┐
   │ Ô con        │ X range                    │ Y range                    │ Điểm │
   ├─────────────────────────────────────────────────────────────────────────────┤
   │ Bottom-Left  │ [3.5197, 3.8341)  │ [8.3615, 8.7089)  │    0 │
   │ Bottom-Right │ [3.8341, 4.1485)  │ [8.3615, 8.7089)  │    0 │
   │ Top-Left     │ [3.5197, 3.8341)  │ [8.7089, 9.0562)  │    0 │
   │ Top-Right    │ [3.8341, 4.1485)  │ [8.7089, 9.0562)  │    1 │
   └─────────────────────────────────────────────────────────────────────────────┘
   → Tổng: 0 + 0 + 0 + 1 = 1 điểm
   → Thêm 4 ô con vào hàng đợi xử lý (Level 3)

   📋 TÓM TẮT:
   ┌───────────────┬────────────────────────────────┐
   │ Thông số      │ Giá trị                        │
   ├───────────────┼────────────────────────────────┤
   │ Level         │ 2                              │
   │ |Mj|          │ 1                              │
   │ Cj            │ (3.8910, 9.0120)               │
   │ Gj            │ (3.8341, 8.7089)               │
   │ pj            │ 0.329133                        │
   │ Dj            │ 0.000000                        │
   │ Phân loại     │ DIVIDED                        │
   └───────────────┴────────────────────────────────┘

──────────────────────────────────────────────────────────────────────────────────────────
🔷 BƯỚC 52: Ô tại Level 2
──────────────────────────────────────────────────────────────────────────────────────────

▶ THÔNG TIN Ô LƯỚI:
   • Vị trí gốc (ix, iy): (1, 5)
   • Level (cấp độ chia): 2
   • Biên X: [4.1485, 4.7773]
   • Biên Y: [9.0562, 9.7510]
   • Kích thước: ΔX = 0.6288, ΔY = 0.6948
   • Số điểm |Mj|: 2
   • Thuộc vùng Dense trước: Có

▶ DANH SÁCH ĐIỂM TRONG Ô:
   • Điểm 1: (4.4590, 9.1370)
   • Điểm 2: (4.5510, 9.5500)

▶ TÍNH TRỌNG TÂM DỮ LIỆU Cj:
   Cx = (1/2) × Σ(xi) = (1/2) × 9.0100 = 4.5050
   Cy = (1/2) × Σ(yi) = (1/2) × 18.6870 = 9.3435
   ✅ Cj = (4.5050, 9.3435)

▶ TÍNH TÂM HÌNH HỌC LƯỚI Gj:
   Gx = (4.7773 + 4.1485) / 2 = 4.4629
   Gy = (9.7510 + 9.0562) / 2 = 9.4036
   ✅ Gj = (4.4629, 9.4036)

▶ TÍNH ĐỘ LỆCH TÂM pj:
   ||Gj - Cj|| = √[(4.4629 - 4.5050)² + (9.4036 - 9.3435)²]
              = √[0.001771 + 0.003615] = 0.073390
   Đường chéo = √[0.6288² + 0.6948²] = 0.937075
   pj = 0.073390 / 0.937075 = 0.078318
   ✅ pj = 0.078318 < 0.1

▶ TÍNH ĐỘ PHÂN TÁN Dj:
   Σ||xi - Cj||² = 0.0448 + 0.0448
                 = 0.089517
   STPGj = √[(1/2) × 0.089517] = 0.211561
   Dj = 0.211561 / 0.937075 = 0.225768
   ✅ Dj = 0.225768 < 0.5

▶ KIỂM TRA ĐIỀU KIỆN VÀ QUYẾT ĐỊNH:
   Điều kiện 1: Level (2) >= max_depth (5)? → KHÔNG
   Điều kiện 2: count (2) < R (1.0)? → KHÔNG
   Điều kiện 3: pj (0.0783) < 0.1 VÀ Dj (0.2258) < 0.5? → CÓ (CORE)

   ═══════════════════════════════════════════════════════════════
   🟢 KẾT LUẬN: CORE (pj < 0.1 VÀ Dj < 0.5) → DỪNG CHIA
   ═══════════════════════════════════════════════════════════════

   📋 TÓM TẮT:
   ┌───────────────┬────────────────────────────────┐
   │ Thông số      │ Giá trị                        │
   ├───────────────┼────────────────────────────────┤
   │ Level         │ 2                              │
   │ |Mj|          │ 2                              │
   │ Cj            │ (4.5050, 9.3435)               │
   │ Gj            │ (4.4629, 9.4036)               │
   │ pj            │ 0.078318                        │
   │ Dj            │ 0.225768                        │
   │ Phân loại     │ CORE                           │
   └───────────────┴────────────────────────────────┘

──────────────────────────────────────────────────────────────────────────────────────────
🔷 BƯỚC 53: Ô tại Level 2
──────────────────────────────────────────────────────────────────────────────────────────

▶ THÔNG TIN Ô LƯỚI:
   • Vị trí gốc (ix, iy): (3, 5)
   • Level (cấp độ chia): 2
   • Biên X: [6.0350, 6.6638]
   • Biên Y: [8.3615, 9.0562]
   • Kích thước: ΔX = 0.6288, ΔY = 0.6947
   • Số điểm |Mj|: 2
   • Thuộc vùng Dense trước: Có

▶ DANH SÁCH ĐIỂM TRONG Ô:
   • Điểm 1: (6.2960, 8.6420)
   • Điểm 2: (6.6150, 8.7050)

▶ TÍNH TRỌNG TÂM DỮ LIỆU Cj:
   Cx = (1/2) × Σ(xi) = (1/2) × 12.9110 = 6.4555
   Cy = (1/2) × Σ(yi) = (1/2) × 17.3470 = 8.6735
   ✅ Cj = (6.4555, 8.6735)

▶ TÍNH TÂM HÌNH HỌC LƯỚI Gj:
   Gx = (6.6638 + 6.0350) / 2 = 6.3494
   Gy = (9.0562 + 8.3615) / 2 = 8.7089
   ✅ Gj = (6.3494, 8.7089)

▶ TÍNH ĐỘ LỆCH TÂM pj:
   ||Gj - Cj|| = √[(6.3494 - 6.4555)² + (8.7089 - 8.6735)²]
              = √[0.011254 + 0.001251] = 0.111826
   Đường chéo = √[0.6288² + 0.6947²] = 0.937075
   pj = 0.111826 / 0.937075 = 0.119335
   ✅ pj = 0.119335 >= 0.1

▶ TÍNH ĐỘ PHÂN TÁN Dj:
   Σ||xi - Cj||² = 0.0264 + 0.0264
                 = 0.052865
   STPGj = √[(1/2) × 0.052865] = 0.162581
   Dj = 0.162581 / 0.937075 = 0.173498
   ✅ Dj = 0.173498 < 0.5

▶ KIỂM TRA ĐIỀU KIỆN VÀ QUYẾT ĐỊNH:
   Điều kiện 1: Level (2) >= max_depth (5)? → KHÔNG
   Điều kiện 2: count (2) < R (1.0)? → KHÔNG
   Điều kiện 3: pj (0.1193) < 0.1 VÀ Dj (0.1735) < 0.5? → KHÔNG

   ═══════════════════════════════════════════════════════════════
   🔶 KẾT LUẬN: DENSE + KHÔNG ĐỒNG NHẤT → TIẾP TỤC CHIA
   ═══════════════════════════════════════════════════════════════

▶ CHIA Ô THÀNH 4 Ô CON (2x2):
   Tâm chia: mid_X = (6.0350 + 6.6638)/2 = 6.3494
             mid_Y = (8.3615 + 9.0562)/2 = 8.7089

   ┌─────────────────────────────────────────────────────────────────────────────┐
   │ Ô con        │ X range                    │ Y range                    │ Điểm │
   ├─────────────────────────────────────────────────────────────────────────────┤
   │ Bottom-Left  │ [6.0350, 6.3494)  │ [8.3615, 8.7089)  │    1 │
   │ Bottom-Right │ [6.3494, 6.6638)  │ [8.3615, 8.7089)  │    1 │
   │ Top-Left     │ [6.0350, 6.3494)  │ [8.7089, 9.0562)  │    0 │
   │ Top-Right    │ [6.3494, 6.6638)  │ [8.7089, 9.0562)  │    0 │
   └─────────────────────────────────────────────────────────────────────────────┘
   → Tổng: 1 + 1 + 0 + 0 = 2 điểm
   → Thêm 4 ô con vào hàng đợi xử lý (Level 3)

   📋 TÓM TẮT:
   ┌───────────────┬────────────────────────────────┐
   │ Thông số      │ Giá trị                        │
   ├───────────────┼────────────────────────────────┤
   │ Level         │ 2                              │
   │ |Mj|          │ 2                              │
   │ Cj            │ (6.4555, 8.6735)               │
   │ Gj            │ (6.3494, 8.7089)               │
   │ pj            │ 0.119335                        │
   │ Dj            │ 0.173498                        │
   │ Phân loại     │ DIVIDED                        │
   └───────────────┴────────────────────────────────┘

──────────────────────────────────────────────────────────────────────────────────────────
🔷 BƯỚC 59: Ô tại Level 3
──────────────────────────────────────────────────────────────────────────────────────────

▶ THÔNG TIN Ô LƯỚI:
   • Vị trí gốc (ix, iy): (0, 0)
   • Level (cấp độ chia): 3
   • Biên X: [2.2620, 2.5764]
   • Biên Y: [1.7614, 2.1087]
   • Kích thước: ΔX = 0.3144, ΔY = 0.3474
   • Số điểm |Mj|: 1
   • Thuộc vùng Dense trước: Có

▶ DANH SÁCH ĐIỂM TRONG Ô:
   • Điểm 1: (2.3260, 1.9010)

▶ TÍNH TRỌNG TÂM DỮ LIỆU Cj:
   Cx = (1/1) × Σ(xi) = (1/1) × 2.3260 = 2.3260
   Cy = (1/1) × Σ(yi) = (1/1) × 1.9010 = 1.9010
